0, 0.230469 -3.816406 -1.283203 0. -13.86 6.79 -19.879999 -121.099998 124.5 -23.200001;
1, 0.230469 -3.816406 -1.283203 0. -13.86 6.79 -19.879999 -121.099998 124.5 -23.200001;
2, 0.162109 -3.824219 -1.306641 0. -17.15 3.85 -18.41 -121.099998 124.5 -23.200001;
3, 0.162109 -3.824219 -1.306641 0. -17.15 3.85 -18.41 -121.099998 124.5 -23.200001;
4, 0.192383 -3.80957 -1.305664 0. -17.57 -1.19 -18.200001 -121.099998 124.5 -23.200001;
5, 0.192383 -3.80957 -1.305664 0. -17.57 -1.19 -18.200001 -121.099998 124.5 -23.200001;
6, 0.192383 -3.795898 -1.325195 0. -17.08 -0.35 -23.24 -121.099998 124.5 -23.200001;
7, 0.192383 -3.795898 -1.325195 0. -17.08 -0.35 -23.24 -121.099998 124.5 -23.200001;
8, 0.1875 -3.792969 -1.305664 0. -19.040001 6.44 -19.74 -120.800003 124. -21.6;
9, 0.1875 -3.792969 -1.305664 0. -19.040001 6.44 -19.74 -120.800003 124. -21.6;
10, 0.185547 -3.828125 -1.324219 0. -22.469999 13.79 -18.48 -120.800003 124. -21.6;
11, 0.185547 -3.828125 -1.324219 0. -22.469999 13.79 -18.48 -120.800003 124. -21.6;
12, 0.183594 -3.817383 -1.316406 0. -27.860001 27.16 -25.76 -120.800003 124. -21.6;
13, 0.183594 -3.817383 -1.316406 0. -27.860001 27.16 -25.76 -120.800003 124. -21.6;
14, 0.202148 -3.818359 -1.318359 0. -27.65 0.28 -38.5 -120.800003 124. -21.6;
15, 0.202148 -3.818359 -1.318359 0. -27.65 0.28 -38.5 -120.800003 124. -21.6;
16, 0.213867 -3.779297 -1.322266 0. -29.33 -3.5 -42.490002 -120.800003 124. -21.6;
17, 0.212891 -3.811523 -1.295898 0. -32.200001 -15.05 -46.48 -121.400002 124.200005 -22.200001;
18, 0.179688 -3.796875 -1.333984 0. -31.01 -26.18 -54.110001 -121.400002 124.200005 -22.200001;
19, 0.179688 -3.796875 -1.333984 0. -31.01 -26.18 -54.110001 -121.400002 124.200005 -22.200001;
20, 0.288086 -3.787109 -1.299805 0. 0.35 -170.589996 -59.639999 -121.400002 124.200005 -22.200001;
21, 0.288086 -3.787109 -1.299805 0. 0.35 -170.589996 -59.639999 -121.400002 124.200005 -22.200001;
22, 0.249023 -3.791016 -1.395508 0. -35.77 -21.139999 -39.34 -121.400002 124.200005 -22.200001;
23, 0.249023 -3.791016 -1.395508 0. -35.77 -21.139999 -39.34 -121.400002 124.200005 -22.200001;
24, 0.265625 -3.810547 -1.370117 0. -43.959999 61.529999 -41.720001 -121.400002 124.200005 -22.200001;
25, 0.265625 -3.810547 -1.370117 0. -43.959999 61.529999 -41.720001 -121.400002 124.200005 -22.200001;
26, 0.25 -3.773438 -1.418945 0. -35.77 68.879997 -52.57 -121.900002 123.400002 -22.9;
27, 0.25 -3.773438 -1.418945 0. -35.77 68.879997 -52.57 -121.900002 123.400002 -22.9;
28, 0.320312 -3.771484 -1.399414 0. -36.959999 91.07 -43.330002 -121.900002 123.400002 -22.9;
29, 0.320312 -3.771484 -1.399414 0. -36.959999 91.07 -43.330002 -121.900002 123.400002 -22.9;
30, 0.306641 -3.790039 -1.399414 0. -31.710001 105.139999 -34.439999 -121.900002 123.400002 -22.9;
31, 0.306641 -3.790039 -1.399414 0. -31.710001 105.139999 -34.439999 -121.900002 123.400002 -22.9;
32, 0.25 -3.783203 -1.425781 0. -20.16 86.730003 -40.810001 -121.900002 123.400002 -22.9;
33, 0.25 -3.783203 -1.425781 0. -20.16 86.730003 -40.810001 -121.900002 123.400002 -22.9;
34, 0.205078 -3.838867 -1.366211 0. -15.12 27.440001 -63.209999 -121.900002 123.400002 -22.9;
35, 0.205078 -3.838867 -1.366211 0. -15.12 27.440001 -63.209999 -121.900002 123.400002 -22.9;
36, 0.407227 -3.779297 -1.387695 0. 11.2 -318.850006 -144.339996 -121.599998 123.200005 -22.9;
37, 0.407227 -3.779297 -1.387695 0. 11.2 -318.850006 -144.339996 -121.599998 123.200005 -22.9;
38, 0.458008 -3.756836 -1.366211 0. -2.1 -298.339996 -123.620003 -121.599998 123.200005 -22.9;
39, 0.458008 -3.756836 -1.366211 0. -2.1 -298.339996 -123.620003 -121.599998 123.200005 -22.9;
40, 0.367188 -3.727539 -1.411133 0. 21.77 -201.25 -121.029999 -121.599998 123.200005 -22.9;
41, 0.367188 -3.727539 -1.411133 0. 21.77 -201.25 -121.029999 -121.599998 123.200005 -22.9;
42, 0.389648 -3.801758 -1.34375 0. -10.08 -77.139999 -127.260002 -121.599998 123.200005 -22.9;
43, 0.389648 -3.801758 -1.34375 0. -10.08 -77.139999 -127.260002 -121.599998 123.200005 -22.9;
44, 0.488281 -3.756836 -1.40332 0. -17.92 -9.52 -130.690002 -121.599998 123.200005 -22.9;
45, 0.488281 -3.756836 -1.40332 0. -17.92 -9.52 -130.690002 -121.599998 123.200005 -22.9;
46, 0.444336 -3.793945 -1.392578 0. -44.240002 148.610001 -108.639999 -122.599998 122.5 -23.300001;
47, 0.444336 -3.793945 -1.392578 0. -44.240002 148.610001 -108.639999 -122.599998 122.5 -23.300001;
48, 0.400391 -3.750977 -1.296875 0. -20.790001 50.959999 -159.600006 -122.599998 122.5 -23.300001;
49, 0.400391 -3.750977 -1.296875 0. -20.790001 50.959999 -159.600006 -122.599998 122.5 -23.300001;
50, 0.59375 -3.741211 -1.481445 0. -37.170002 55.09 -165.899994 -122.599998 122.5 -23.300001;
51, 0.548828 -3.712891 -1.477539 0. -34.299999 63.84 -160.720001 -122.599998 122.5 -23.300001;
52, 0.548828 -3.712891 -1.477539 0. -34.299999 63.84 -160.720001 -122.599998 122.5 -23.300001;
53, 0.673828 -3.749023 -1.416016 0. -56. 52.43 -161.279999 -122.599998 122.5 -23.300001;
54, 0.673828 -3.749023 -1.416016 0. -56. 52.43 -161.279999 -122.599998 122.5 -23.300001;
55, 0.744141 -3.717773 -1.412109 0. -84.209999 98.349998 -165.619995 -123.5 120.900002 -24.300001;
56, 0.744141 -3.717773 -1.412109 0. -84.209999 98.349998 -165.619995 -123.5 120.900002 -24.300001;
57, 0.506836 -4.070312 -1.609375 0. -133.910004 286.929993 -167.509995 -123.5 120.900002 -24.300001;
58, 0.506836 -4.070312 -1.609375 0. -133.910004 286.929993 -167.509995 -123.5 120.900002 -24.300001;
59, 0.710938 -3.845703 -1.516602 0. -50.400002 93.800003 -270.339996 -123.5 120.900002 -24.300001;
60, 0.710938 -3.845703 -1.516602 0. -50.400002 93.800003 -270.339996 -123.5 120.900002 -24.300001;
61, 0.936523 -3.970703 -1.521484 0. -65.660004 110.949997 -285.390015 -123.5 120.900002 -24.300001;
62, 0.936523 -3.970703 -1.521484 0. -65.660004 110.949997 -285.390015 -123.5 120.900002 -24.300001;
63, 1.188477 -3.801758 -1.594727 0. -44.52 167.649994 -277.200012 -126.200005 118.5 -24.9;
64, 1.188477 -3.801758 -1.594727 0. -44.52 167.649994 -277.200012 -126.200005 118.5 -24.9;
65, 1.165039 -3.99707 -1.521484 0. -41.02 196.839996 -261.23999 -126.200005 118.5 -24.9;
66, 1.154297 -3.758789 -1.402344 0. -17.43 251.720001 -264.73999 -126.200005 118.5 -24.9;
67, 1.154297 -3.758789 -1.402344 0. -17.43 251.720001 -264.73999 -126.200005 118.5 -24.9;
68, 1.210938 -3.589844 -1.296875 0. -4.76 244.020004 -269.01001 -126.200005 118.5 -24.9;
69, 1.269531 -3.490234 -1.259766 0. 0.35 229.600006 -282.309998 -126.200005 118.5 -24.9;
70, 1.458984 -3.325195 -1.228516 0. 14.7 164.430008 -296.100006 -126.200005 118.5 -24.9;
71, 1.458984 -3.325195 -1.228516 0. 14.7 164.430008 -296.100006 -126.200005 118.5 -24.9;
72, 1.506836 -3.469727 -1.280273 0. 27.719999 130.410004 -290.640015 -128.199997 116.099998 -23.300001;
73, 1.506836 -3.469727 -1.280273 0. 27.719999 130.410004 -290.640015 -128.199997 116.099998 -23.300001;
74, 1.674805 -3.44043 -1.210938 0. 40.810001 79.449997 -259.070007 -128.199997 116.099998 -23.300001;
75, 1.674805 -3.44043 -1.210938 0. 40.810001 79.449997 -259.070007 -128.199997 116.099998 -23.300001;
76, 1.578125 -3.522461 -1.327148 0. 58.380001 -2.1 -257.600006 -128.199997 116.099998 -23.300001;
