44, 0.432617 -3.844727 -1.108398 0. -47.740002 62.02 -38.290001 -124.200005 121.900002 -22.5;
45, 0.672852 -3.763672 -1.049805 0. -59.150002 -3.71 -50.049999 -124.200005 121.900002 -22.5;
46, 0.672852 -3.763672 -1.049805 0. -59.150002 -3.71 -50.049999 -124.200005 121.900002 -22.5;
47, 0.716797 -3.734375 -1.085938 0. -71.120003 61.670002 -33.529999 -124.200005 121.900002 -22.5;
48, 0.716797 -3.734375 -1.085938 0. -71.120003 61.670002 -33.529999 -124.200005 121.900002 -22.5;
49, 0.898438 -3.762695 -0.969727 0. -107.800003 196.350006 13.02 -124.400002 120.599998 -23.5;
50, 0.898438 -3.762695 -0.969727 0. -107.800003 196.350006 13.02 -124.400002 120.599998 -23.5;
51, 0.896484 -3.71875 -0.908203 0. -124.32 235.199997 16.59 -124.400002 120.599998 -23.5;
52, 0.722656 -3.771484 -0.96582 0. -120.400002 214.619995 -2.73 -124.400002 120.599998 -23.5;
53, 0.722656 -3.771484 -0.96582 0. -120.400002 214.619995 -2.73 -124.400002 120.599998 -23.5;
54, 0.549805 -3.728516 -1.133789 0. -120.68 63.84 -41.790001 -124.400002 120.599998 -23.5;
55, 0.549805 -3.728516 -1.133789 0. -120.68 63.84 -41.790001 -124.400002 120.599998 -23.5;
56, 0.767578 -3.882812 -1.382812 0. -28.98 -121.449997 -49.209999 -124.400002 120.599998 -23.5;
57, 0.641602 -3.914062 -1.081055 0. -21.49 -116.199997 -56.490002 -124.400002 120.599998 -23.5;
58, 0.831055 -3.722656 -1.15918 0. -38.220001 -94.43 -44.450001 -124.400002 120.599998 -23.5;
59, 0.831055 -3.722656 -1.15918 0. -38.220001 -94.43 -44.450001 -124.400002 120.599998 -23.5;
60, 0.611328 -3.645508 -1.472656 0. -56.279999 -261.519989 -26.18 -125.800003 120.5 -23.1;
61, 0.611328 -3.645508 -1.472656 0. -56.279999 -261.519989 -26.18 -125.800003 120.5 -23.1;
62, 0.772461 -3.796875 -1.06543 0. -72.730003 32.130001 20.370001 -125.800003 120.5 -23.1;
63, 0.578125 -3.87793 -1.386719 0. -81.830002 -6.09 -13.51 -125.800003 120.5 -23.1;
64, 0.578125 -3.87793 -1.386719 0. -81.830002 -6.09 -13.51 -125.800003 120.5 -23.1;
65, 0.633789 -3.805664 -1.285156 0. -72.309998 74.620003 -19.040001 -125.800003 120.5 -23.1;
66, 0.633789 -3.805664 -1.285156 0. -72.309998 74.620003 -19.040001 -125.800003 120.5 -23.1;
67, 0.732422 -3.704102 -1.405273 0. -60.060001 62.02 -24.99 -125.800003 120.5 -23.1;
68, 0.732422 -3.704102 -1.405273 0. -60.060001 62.02 -24.99 -125.800003 120.5 -23.1;
69, 0.725586 -3.712891 -1.318359 0. -54.670002 77.419998 -39.970001 -125.400002 119.800003 -25.700001;
70, 0.725586 -3.712891 -1.318359 0. -54.670002 77.419998 -39.970001 -125.400002 119.800003 -25.700001;
71, 0.75293 -3.733398 -1.354492 0. -67.620003 55.16 -29.049999 -125.400002 119.800003 -25.700001;
72, 0.75293 -3.733398 -1.354492 0. -67.620003 55.16 -29.049999 -125.400002 119.800003 -25.700001;
73, 0.75293 -3.729492 -1.352539 0. -79.730003 92.75 -22.049999 -125.400002 119.800003 -25.700001;
74, 0.75293 -3.729492 -1.352539 0. -79.730003 92.75 -22.049999 -125.400002 119.800003 -25.700001;
75, 0.494141 -3.762695 -1.380859 0. -67.340004 127.190002 -83.93 -125.400002 119.800003 -25.700001;
76, 0.494141 -3.762695 -1.380859 0. -67.340004 127.190002 -83.93 -125.400002 119.800003 -25.700001;
77, 0.624023 -3.764648 -1.385742 0. -79.590004 98.07 -164.289993 -125.700005 119.300003 -26.;
78, 0.624023 -3.764648 -1.385742 0. -79.590004 98.07 -164.289993 -125.700005 119.300003 -26.;
79, 0.910156 -3.758789 -1.359375 0. -58.380001 48.369999 -268.309998 -125.700005 119.300003 -26.;
80, 0.910156 -3.758789 -1.359375 0. -58.380001 48.369999 -268.309998 -125.700005 119.300003 -26.;
81, 1.03125 -3.775391 -1.442383 0. -64.610001 56.700001 -309.820007 -125.700005 119.300003 -26.;
82, 1.03125 -3.775391 -1.442383 0. -64.610001 56.700001 -309.820007 -125.700005 119.300003 -26.;
83, 1.142578 -3.835938 -1.478516 0. -90.090004 115.709999 -294.630005 -125.700005 119.300003 -26.;
84, 1.142578 -3.835938 -1.478516 0. -90.090004 115.709999 -294.630005 -125.700005 119.300003 -26.;
85, 1.165039 -3.941406 -1.429688 0. -147.770004 266.630005 -277.76001 -125.700005 119.300003 -26.;
86, 1.165039 -3.941406 -1.429688 0. -147.770004 266.630005 -277.76001 -125.700005 119.300003 -26.;
87, 1.165039 -3.941406 -1.429688 0. -147.770004 266.630005 -277.76001 -125.700005 119.300003 -26.;
88, 1.009766 -4.583008 -1.567383 0. -66.779999 304.01001 -352.170013 -127.099998 117.800003 -24.300001;
89, 1.083008 -4.426758 -1.347656 0. -34.439999 237.369995 -473.410004 -127.099998 117.800003 -24.300001;
90, 1.083008 -4.426758 -1.347656 0. -34.439999 237.369995 -473.410004 -127.099998 117.800003 -24.300001;
91, 1.291016 -4.183594 -1.463867 0. -34.93 233.660004 -529.409973 -127.099998 117.800003 -24.300001;
92, 1.291016 -4.183594 -1.463867 0. -34.93 233.660004 -529.409973 -127.099998 117.800003 -24.300001;
93, 1.518555 -3.740234 -1.814453 0. -32.759998 277.899994 -543.130005 -127.099998 117.800003 -24.300001;
94, 1.518555 -3.740234 -1.814453 0. -32.759998 277.899994 -543.130005 -127.099998 117.800003 -24.300001;
95, 1.426758 -3.838867 -1.433594 0. 29.82 -232.119995 -528.780029 -127.099998 117.800003 -24.300001;
96, 1.426758 -3.838867 -1.433594 0. 29.82 -232.119995 -528.780029 -127.099998 117.800003 -24.300001;
97, 1.064453 -3.867188 -1.368164 0. -116.270004 435.540009 -660.380005 -130.5 113.099998 -21.1;
98, 1.064453 -3.867188 -1.368164 0. -116.270004 435.540009 -660.380005 -130.5 113.099998 -21.1;
99, 2.813477 -3.542969 -1.795898 0. -337.959991 383.670013 -749.700012 -130.5 113.099998 -21.1;
100, 2.813477 -3.542969 -1.795898 0. -337.959991 383.670013 -749.700012 -130.5 113.099998 -21.1;
101, 1.511719 -3.379883 -1.074219 0. -304.920013 526.960022 -632.169983 -130.5 113.099998 -21.1;
102, 1.511719 -3.379883 -1.074219 0. -304.920013 526.960022 -632.169983 -130.5 113.099998 -21.1;
103, 0.386719 -3.230469 0.160156 0. -178.5 484.330017 -264.040009 -130.5 113.099998 -21.1;
104, 0.386719 -3.230469 0.160156 0. -178.5 484.330017 -264.040009 -130.5 113.099998 -21.1;
105, 0.416016 -2.643555 -0.227539 0. -36.889999 -70.840004 -35.630001 -134. 104.200005 -15.900001;
106, 0.416016 -2.643555 -0.227539 0. -36.889999 -70.840004 -35.630001 -134. 104.200005 -15.900001;
107, 1.208984 -2.378906 -0.59082 0. 116.760002 -459.059998 184.520004 -134. 104.200005 -15.900001;
108, 1.208984 -2.378906 -0.59082 0. 116.760002 -459.059998 184.520004 -134. 104.200005 -15.900001;
109, 1.880859 -2.679688 -0.731445 0. 252.910004 -518.070007 400.679993 -134. 104.200005 -15.900001;
110, 1.880859 -2.679688 -0.731445 0. 252.910004 -518.070007 400.679993 -134. 104.200005 -15.900001;
111, 2.032227 -2.849609 -1.301758 0. 377.790009 -449.119995 516.880005 -134. 104.200005 -15.900001;
112, 2.032227 -2.849609 -1.301758 0. 377.790009 -449.119995 516.880005 -134. 104.200005 -15.900001;
113, 1.5625 -3.05957 -1.288086 0. 489.440002 -406.630005 628.039978 -134. 104.200005 -15.900001;
114, 1.5625 -3.05957 -1.288086 0. 489.440002 -406.630005 628.039978 -134. 104.200005 -15.900001;
115, 1.350586 -3.469727 -1.479492 0. 491.75 -435.049988 775.109985 -135.199997 103.800003 -16.5;
116, 1.350586 -3.469727 -1.479492 0. 491.75 -435.049988 775.109985 -135.199997 103.800003 -16.5;
117, 1.144531 -3.959961 -1.571289 0. 471.100006 -385. 894.599976 -135.199997 103.800003 -16.5;
118, 1.103516 -4.09375 -1.564453 0. 449.610016 -335.929993 944.02002 -135.199997 103.800003 -16.5;
119, 1.103516 -4.09375 -1.564453 0. 449.610016 -335.929993 944.02002 -135.199997 103.800003 -16.5;
120, 1.124023 -4.194336 -1.595703 0. 415.660004 -292.950012 976.429993 -135.199997 103.800003 -16.5;
121, 1.114258 -4.37793 -1.53125 0. 353.98999 -153.509995 1046.709961 -135.199997 103.800003 -16.5;
122, 1.114258 -4.37793 -1.53125 0. 353.98999 -153.509995 1046.709961 -135.199997 103.800003 -16.5;
123, 1.144531 -4.505859 -1.25293 0. 285.670013 2.52 1069.530029 -131.800003 115.900002 -20.4;
124, 1.144531 -4.505859 -1.25293 0. 285.670013 2.52 1069.530029 -131.800003 115.900002 -20.4;
125, 1.044922 -4.717773 -1.145508 0. 255.5 121.239998 1045.099976 -131.800003 115.900002 -20.4;
126, 1.044922 -4.717773 -1.145508 0. 255.5 121.239998 1045.099976 -131.800003 115.900002 -20.4;
127, 1.061523 -4.476562 -1.134766 0. 215.809998 86.099998 949.970032 -131.800003 115.900002 -20.4;
128, 1.061523 -4.476562 -1.134766 0. 215.809998 86.099998 949.970032 -131.800003 115.900002 -20.4;
129, 0.960938 -4.214844 -0.902344 0. 145.25 31.780001 823.059998 -131.800003 115.900002 -20.4;
130, 0.960938 -4.214844 -0.902344 0. 145.25 31.780001 823.059998 -131.800003 115.900002 -20.4;
131, 0.654297 -3.923828 -0.881836 0. 148.190002 -163.520004 653.23999 -131.800003 115.900002 -20.4;
132, 0.654297 -3.923828 -0.881836 0. 148.190002 -163.520004 653.23999 -131.800003 115.900002 -20.4;
133, 0.910156 -3.716797 -1.067383 0. 76.370003 -173.740005 495.73999 -121.200005 130.199997 -17.6;
134, 0.910156 -3.716797 -1.067383 0. 76.370003 -173.740005 495.73999 -121.200005 130.199997 -17.6;
135, 0.634766 -3.668945 -0.87207 0. 22.82 -53.830002 312.480011 -121.200005 130.199997 -17.6;
136, 0.634766 -3.668945 -0.87207 0. 22.82 -53.830002 312.480011 -121.200005 130.199997 -17.6;
137, 0.473633 -3.611328 -0.866211 0. 5.74 -28.559999 243.949997 -121.200005 130.199997 -17.6;
138, 0.285156 -3.680664 -0.772461 0. -15.47 -41.93 150.430008 -121.200005 130.199997 -17.6;
139, 0.28418 -3.731445 -0.787109 0. -28. -98.139999 81.970001 -121.200005 130.199997 -17.6;
140, 0.224609 -3.674805 -0.841797 0. -64.68 -137.690002 -41.369999 -121.200005 130.199997 -17.6;
141, 0.224609 -3.674805 -0.841797 0. -64.68 -137.690002 -41.369999 -121.200005 130.199997 -17.6;
142, 0.368164 -3.672852 -0.958008 0. -121.590004 -176.190002 -189.559998 -114.200005 136.400009 -17.700001;
143, 0.368164 -3.672852 -0.958008 0. -121.590004 -176.190002 -189.559998 -114.200005 136.400009 -17.700001;
144, -0.65332 -4.648438 0.550781 0. -95.410004 -36.049999 -142.660004 -114.200005 136.400009 -17.700001;
145, -0.65332 -4.648438 0.550781 0. -95.410004 -36.049999 -142.660004 -114.200005 136.400009 -17.700001;
146, -0.734375 -3.944336 -0.501953 0. -165.899994 8.26 -308.350006 -114.200005 136.400009 -17.700001;
147, -0.734375 -3.944336 -0.501953 0. -165.899994 8.26 -308.350006 -114.200005 136.400009 -17.700001;
148, -0.367188 -4.058594 -0.614258 0. -189. -89.32 -271.950012 -114.200005 136.400009 -17.700001;
149, -0.367188 -4.058594 -0.614258 0. -189. -89.32 -271.950012 -114.200005 136.400009 -17.700001;
150, -0.456055 -3.932617 -0.426758 0. -188.789993 70.07 -226.449997 -114.200005 136.400009 -17.700001;
151, -0.456055 -3.932617 -0.426758 0. -188.789993 70.07 -226.449997 -114.200005 136.400009 -17.700001;
152, -0.771484 -4.131836 -1.314453 0. -224.910004 -8.82 -183.259995 -115.700005 136.100006 -20.5;
153, -0.771484 -4.131836 -1.314453 0. -224.910004 -8.82 -183.259995 -115.700005 136.100006 -20.5;
154, -0.014648 -4.023438 -0.981445 0. -228.270004 -37.029999 -241.779999 -115.700005 136.100006 -20.5;
155, -0.014648 -4.023438 -0.981445 0. -228.270004 -37.029999 -241.779999 -115.700005 136.100006 -20.5;
156, 0.083008 -4.066406 -1.05957 0. -176.75 424.690002 -130.410004 -115.700005 136.100006 -20.5;
157, 0.083008 -4.066406 -1.05957 0. -176.75 424.690002 -130.410004 -115.700005 136.100006 -20.5;
158, -0.061523 -4.142578 -0.893555 0. -132.580002 306.809998 -83.720001 -115.700005 136.100006 -20.5;
159, -0.061523 -4.142578 -0.893555 0. -132.580002 306.809998 -83.720001 -115.700005 136.100006 -20.5;
160, -0.552734 -3.813477 -1.208984 0. -86.870003 294.350006 -49.91 -115.700005 136.100006 -20.5;
161, -0.552734 -3.813477 -1.208984 0. -86.870003 294.350006 -49.91 -115.700005 136.100006 -20.5;
162, -0.628906 -3.787109 -1.151367 0. -59.150002 191.660004 -65.519997 -119.900002 135. -23.6;
163, -0.628906 -3.787109 -1.151367 0. -59.150002 191.660004 -65.519997 -119.900002 135. -23.6;
164, -0.420898 -3.902344 -0.939453 0. -81.900002 95.830002 -136.639999 -119.900002 135. -23.6;
165, -0.420898 -3.902344 -0.939453 0. -81.900002 95.830002 -136.639999 -119.900002 135. -23.6;
166, -0.413086 -3.699219 -1.290039 0. -77.910004 21.700001 -160.580002 -119.900002 135. -23.6;
167, -0.413086 -3.699219 -1.290039 0. -77.910004 21.700001 -160.580002 -119.900002 135. -23.6;
168, -0.223633 -3.816406 -1.185547 0. -69.860001 -117.879997 -196.490005 -119.900002 135. -23.6;
169, -0.223633 -3.816406 -1.185547 0. -69.860001 -117.879997 -196.490005 -119.900002 135. -23.6;
170, -0.047852 -3.996094 -0.956055 0. -74.059998 -94.360001 -192.149994 -121.300003 133.400009 -22.5;
171, -0.047852 -3.996094 -0.956055 0. -74.059998 -94.360001 -192.149994 -121.300003 133.400009 -22.5;
172, -0.004883 -3.858398 -1.140625 0. -123.830002 7.28 -189.910004 -121.300003 133.400009 -22.5;
173, -0.004883 -3.858398 -1.140625 0. -123.830002 7.28 -189.910004 -121.300003 133.400009 -22.5;
174, -0.043945 -3.856445 -1.255859 0. -113.470001 149.589996 -136.919998 -121.300003 133.400009 -22.5;
175, -0.043945 -3.856445 -1.255859 0. -113.470001 149.589996 -136.919998 -121.300003 133.400009 -22.5;
176, 0.094727 -3.773438 -1.223633 0. -70.419998 20.09 -99.610001 -121.300003 133.400009 -22.5;
177, 0.094727 -3.773438 -1.223633 0. -70.419998 20.09 -99.610001 -121.300003 133.400009 -22.5;
178, -0.28125 -3.807617 -1.339844 0. 43.75 -372.75 -96.18 -121.300003 133.400009 -22.5;
179, -0.28125 -3.807617 -1.339844 0. 43.75 -372.75 -96.18 -121.300003 133.400009 -22.5;
180, 0.120117 -3.915039 -1.324219 0. 14.49 -169.330002 -117.669998 -123.5 131.300003 -24.200001;
181, 0.120117 -3.915039 -1.324219 0. 14.49 -169.330002 -117.669998 -123.5 131.300003 -24.200001;
182, 0.069336 -3.848633 -1.224609 0. -19.74 -23.1 -103.669998 -123.5 131.300003 -24.200001;
183, 0.069336 -3.848633 -1.224609 0. -19.74 -23.1 -103.669998 -123.5 131.300003 -24.200001;
184, 0.253906 -3.863281 -1.34082 0. -31.92 -61.880001 -95.129997 -123.5 131.300003 -24.200001;
185, 0.282227 -3.986328 -1.157227 0. -33.25 -18.83 -64.75 -123.5 131.300003 -24.200001;
186, 0.084961 -3.839844 -1.072266 0. -29.960001 50.259998 -19.809999 -123.5 131.300003 -24.200001;
187, -0.027344 -3.749023 -1.441406 0. -31.92 -24.99 -63.700001 -123.5 131.300003 -24.200001;
188, -0.027344 -3.749023 -1.441406 0. -31.92 -24.99 -63.700001 -123.5 131.300003 -24.200001;
189, -0.027344 -3.749023 -1.441406 0. -31.92 -24.99 -63.700001 -123.5 131.300003 -24.200001;
190, -0.001953 -3.791992 -1.253906 0. -20.09 19.389999 -68.739998 -124.599998 130.900009 -26.300001;
191, -0.001953 -3.791992 -1.253906 0. -20.09 19.389999 -68.739998 -124.599998 130.900009 -26.300001;
192, -0.208008 -3.78418 -1.271484 0. -20.23 -13.72 -88.620003 -124.599998 130.900009 -26.300001;
193, 0.029297 -3.71875 -1.382812 0. -19.879999 -124.32 -125.440002 -124.599998 130.900009 -26.300001;
194, 0.029297 -3.71875 -1.382812 0. -19.879999 -124.32 -125.440002 -124.599998 130.900009 -26.300001;
195, 0.275391 -4.092773 -1.006836 0. -34.509998 -49.490002 -151.550003 -124.599998 130.900009 -26.300001;
196, 0.275391 -4.092773 -1.006836 0. -34.509998 -49.490002 -151.550003 -124.599998 130.900009 -26.300001;
197, 0.12793 -3.78125 -1.324219 0. -36.400002 114.870003 -98.980003 -124.599998 130.900009 -26.300001;
198, 0.12793 -3.78125 -1.324219 0. -36.400002 114.870003 -98.980003 -124.599998 130.900009 -26.300001;
199, 0.289062 -3.848633 -1.259766 0. -32.619999 116.199997 -124.669998 -126.200005 129.800003 -25.200001;
200, 0.289062 -3.848633 -1.259766 0. -32.619999 116.199997 -124.669998 -126.200005 129.800003 -25.200001;
201, 0.245117 -3.795898 -1.3125 0. -48.93 252.070007 -123.480003 -126.200005 129.800003 -25.200001;
202, 0.245117 -3.795898 -1.3125 0. -48.93 252.070007 -123.480003 -126.200005 129.800003 -25.200001;
203, 0.300781 -3.808594 -1.28418 0. -116.550003 321.230011 -162.610001 -126.200005 129.800003 -25.200001;
204, 0.300781 -3.808594 -1.28418 0. -116.550003 321.230011 -162.610001 -126.200005 129.800003 -25.200001;
205, 0.347656 -3.759766 -1.291992 0. -143.990005 330.26001 -205.660004 -126.200005 129.800003 -25.200001;
206, 0.347656 -3.759766 -1.291992 0. -143.990005 330.26001 -205.660004 -126.200005 129.800003 -25.200001;
207, 0.351562 -3.744141 -1.351562 0. -98.489998 165.550003 -262.850006 -128. 129.300003 -24.800001;
208, 0.351562 -3.744141 -1.351562 0. -98.489998 165.550003 -262.850006 -128. 129.300003 -24.800001;
209, 0.620117 -3.749023 -1.375977 0. -62.369999 10.5 -306.73999 -128. 129.300003 -24.800001;
210, 0.620117 -3.749023 -1.375977 0. -62.369999 10.5 -306.73999 -128. 129.300003 -24.800001;
211, 0.6875 -3.708008 -1.420898 0. -52.220001 50.330002 -303.100006 -128. 129.300003 -24.800001;
212, 0.6875 -3.708008 -1.420898 0. -52.220001 50.330002 -303.100006 -128. 129.300003 -24.800001;
213, 0.87207 -3.802734 -1.448242 0. -57.119999 46.200001 -322.070007 -128. 129.300003 -24.800001;
214, 0.87207 -3.802734 -1.448242 0. -57.119999 46.200001 -322.070007 -128. 129.300003 -24.800001;
215, 1.056641 -3.755859 -1.442383 0. -84.769997 137.339996 -293.579987 -128. 129.300003 -24.800001;
216, 1.056641 -3.755859 -1.442383 0. -84.769997 137.339996 -293.579987 -128. 129.300003 -24.800001;
217, 1.063477 -3.9375 -1.438477 0. -106.190002 250.460007 -276.709991 -131.400009 125.300003 -22.9;
218, 1.063477 -3.9375 -1.438477 0. -106.190002 250.460007 -276.709991 -131.400009 125.300003 -22.9;
219, 1.193359 -4.109375 -1.567383 0. -44.170002 161.419998 -381.220001 -131.400009 125.300003 -22.9;
220, 1.193359 -4.109375 -1.567383 0. -44.170002 161.419998 -381.220001 -131.400009 125.300003 -22.9;
221, 1.254883 -4.374023 -1.067383 0. 13.86 69.93 -448.279999 -131.400009 125.300003 -22.9;
222, 1.254883 -4.374023 -1.067383 0. 13.86 69.93 -448.279999 -131.400009 125.300003 -22.9;
223, 1.251953 -4.197266 -1.383789 0. 14. 27.58 -537.109985 -131.400009 125.300003 -22.9;
224, 1.251953 -4.197266 -1.383789 0. 14. 27.58 -537.109985 -131.400009 125.300003 -22.9;
225, 1.205078 -3.828125 -1.566406 0. -16.59 64.68 -605.849976 -131.400009 125.300003 -22.9;
226, 1.205078 -3.828125 -1.566406 0. -16.59 64.68 -605.849976 -131.400009 125.300003 -22.9;
227, 1.298828 -4.054688 -1.509766 0. -99.610001 204.399994 -655.549988 -135.199997 119.800003 -21.700001;
228, 1.298828 -4.054688 -1.509766 0. -99.610001 204.399994 -655.549988 -135.199997 119.800003 -21.700001;
229, 0.466797 -4.46582 -1.167969 0. 10.85 -485.660004 -727.159973 -135.199997 119.800003 -21.700001;
230, 0.466797 -4.46582 -1.167969 0. 10.85 -485.660004 -727.159973 -135.199997 119.800003 -21.700001;
231, 1.098633 -4.279297 -1.120117 0. -292.670013 213.779999 -821.309998 -135.199997 119.800003 -21.700001;
232, 1.098633 -4.279297 -1.120117 0. -292.670013 213.779999 -821.309998 -135.199997 119.800003 -21.700001;
233, 2.355469 -3.508789 -2.361328 0. -336.700012 188.930008 -830.27002 -135.199997 119.800003 -21.700001;
234, 2.355469 -3.508789 -2.361328 0. -336.700012 188.930008 -830.27002 -135.199997 119.800003 -21.700001;
235, 0.144531 -3.265625 -0.914062 0. -289.589996 465.01001 -371.48999 -139.100006 110.099998 -22.4;
236, 0.144531 -3.265625 -0.914062 0. -289.589996 465.01001 -371.48999 -139.100006 110.099998 -22.4;
237, -0.216797 -3.291016 -0.335938 0. -193.759995 554.470032 -82.389999 -139.100006 110.099998 -22.4;
238, -0.300781 -2.839844 -0.210938 0. -104.090004 499.380005 150.570007 -139.100006 110.099998 -22.4;
239, -0.46582 -2.661133 -0.207031 0. 34.369999 212.240005 444.98999 -139.100006 110.099998 -22.4;
240, -0.208008 -2.583008 -0.396484 0. 118.370003 -21.84 605.640015 -139.100006 110.099998 -22.4;
241, 0.449219 -3.014648 -0.446289 0. 305.76001 -368.549988 921.410034 -139.100006 110.099998 -22.4;
242, 0.449219 -3.014648 -0.446289 0. 305.76001 -368.549988 921.410034 -139.100006 110.099998 -22.4;
243, 1.219727 -3.741211 -0.849609 0. 473.130005 -383.459991 1140.579956 -139.100006 110.099998 -22.4;
244, 1.219727 -3.741211 -0.849609 0. 473.130005 -383.459991 1140.579956 -139.100006 110.099998 -22.4;
245, 1.219727 -3.741211 -0.849609 0. 473.130005 -383.459991 1140.579956 -139.100006 110.099998 -22.4;
246, 1.598633 -4.34082 -1.399414 0. 544.460022 -251.369995 1268.75 -139.300003 108.400002 -17.300001;
247, 1.655273 -4.495117 -1.348633 0. 534.380005 -254.589996 1284.150024 -139.300003 108.400002 -17.300001;
248, 1.37793 -4.581055 -1.271484 0. 478.799988 -361.480011 1276.170044 -139.300003 108.400002 -17.300001;
249, 1.37793 -4.581055 -1.271484 0. 478.799988 -361.480011 1276.170044 -139.300003 108.400002 -17.300001;
250, 1.514648 -4.645508 -1.37207 0. 464.450012 -509.040009 1282.469971 -139.300003 108.400002 -17.300001;
251, 1.514648 -4.645508 -1.37207 0. 464.450012 -509.040009 1282.469971 -139.300003 108.400002 -17.300001;
252, 1.536133 -4.878906 -1.75293 0. 487.130005 -450.940002 1231.22998 -139.300003 108.400002 -17.300001;
253, 1.742188 -4.59375 -1.921875 0. 400.049988 -289.100006 1191.400024 -139.300003 108.400002 -17.300001;
